file_name,text,terms,pronunciations,voice,speed,language
audio/0.wav,Precisamos discutir a integração do VectorCapsule na nossa infraestrutura de TI.,['VectorCapsule'],['Véctor Cápsul'],pf_dora,1.2,p
audio/1.wav,O CryptograConnect será essencial para garantir a segurança dos dados na nova plataforma.,['CryptograConnect'],['Críptogrã conéct'],pm_alex,1.1,p
audio/2.wav,A equipe está trabalhando na implementação do GatewayGlyph para melhorar a conectividade.,['GatewayGlyph'],['Guêitaway Gláif'],pm_santa,1.3,p
audio/3.wav,O CloudSequin foi atualizado para suportar maior volume de dados.,['CloudSequin'],['Cláud Sékuin'],pf_dora,1.2,p
audio/4.wav,Precisamos revisar o desempenho do SoundCloudMatrix na última análise de mercado.,['SoundCloudMatrix'],['Sáund Cláud Meitriks'],pm_alex,1.1,p
audio/5.wav,A integração do HydroMod com nossos sistemas de energia está em andamento.,['HydroMod'],['ráidro moud'],pm_santa,1.2,p
audio/6.wav,O EtherEcho será apresentado na próxima reunião de tecnologia.,['EtherEcho'],['îther Ékow'],pf_dora,1.2,p
audio/7.wav,A equipe de desenvolvimento está testando o NanoSwarm para otimizar a produção.,['NanoSwarm'],['Nano suãrm'],pm_alex,1,p
audio/8.wav,O QuantumQuilt está sendo considerado para o novo projeto de pesquisa.,['QuantumQuilt'],['Quantum kuiilt'],pm_alex,1.3,p
audio/9.wav,A implementação do CloudCane deve ser concluída até o final do mês.,['CloudCane'],['Cláud quêin'],pm_alex,1,p
audio/10.wav,O FusionField está mostrando resultados promissores na fase de testes.,['FusionField'],['FújionFiild'],pf_dora,1.1,p
audio/11.wav,Precisamos agendar uma reunião para discutir o progresso do CellPrep.,['CellPrep'],['Cél Prép'],pm_santa,1.2,p
audio/12.wav,O QuantumNest será o foco da próxima apresentação de tecnologia.,['QuantumNest'],['Quantum Nest'],pm_alex,1.1,p
audio/13.wav,A equipe de engenharia está trabalhando na integração do WispSatellite.,['WispSatellite'],['uísp Sáteláit'],pm_santa,1.3,p
audio/14.wav,O PolarityPulse está sendo testado para melhorar a eficiência energética.,['PolarityPulse'],['Poláritii Pûlss'],pm_santa,1.4,p
audio/15.wav,Precisamos revisar os resultados do GlitterNet na última análise de desempenho.,['GlitterNet'],['Glíter Nét'],pf_dora,1.3,p
audio/16.wav,A implementação do FusionFrost está prevista para o próximo trimestre.,['FusionFrost'],['Fûsion Fróst'],pf_dora,1.4,p
audio/17.wav,O FiberFlux será essencial para a nova infraestrutura de rede.,['FiberFlux'],['Fáiber Flúks'],pm_santa,1.3,p
audio/18.wav,Precisamos discutir a integração do IntelSpectra na nossa plataforma de dados.,['IntelSpectra'],['Intél Spéctrá'],pm_alex,1.2,p
audio/19.wav,O TerabyteTerrain está sendo considerado para o novo projeto de armazenamento.,['TerabyteTerrain'],['Térabáite Terrêin'],pm_santa,1.1,p
audio/20.wav,A integração do VectorCapsule com o CryptograConnect está em fase de testes.,"['VectorCapsule', 'CryptograConnect']","['Véctor Cápsul', 'Críptogrã conéct']",pf_dora,1.1,p
audio/21.wav,Precisamos revisar a conectividade entre o GatewayGlyph e o CloudSequin.,"['GatewayGlyph', 'CloudSequin']","['Guêitaway Gláif', 'Cláud Sékuin']",pf_dora,1.1,p
audio/22.wav,O desempenho do SoundCloudMatrix e do HydroMod será discutido na próxima reunião.,"['SoundCloudMatrix', 'HydroMod']","['Sáund Cláud Meitriks', 'ráidro moud']",pm_santa,1.2,p
audio/23.wav,A equipe está testando a compatibilidade entre o EtherEcho e o NanoSwarm.,"['EtherEcho', 'NanoSwarm']","['îther Ékow', 'Nano suãrm']",pf_dora,1.1,p
audio/24.wav,O QuantumQuilt e o CloudCane serão apresentados na conferência de tecnologia.,"['QuantumQuilt', 'CloudCane']","['Quantum kuiilt', 'Cláud quêin']",pm_alex,1,p
audio/25.wav,Precisamos agendar uma reunião para discutir o progresso do FusionField e do CellPrep.,"['FusionField', 'CellPrep']","['FújionFiild', 'Cél Prép']",pm_santa,1.3,p
audio/26.wav,A integração do QuantumNest com o WispSatellite está em andamento.,"['QuantumNest', 'WispSatellite']","['Quantum Nest', 'uísp Sáteláit']",pm_santa,1.2,p
audio/27.wav,O PolarityPulse e o GlitterNet estão mostrando resultados promissores na fase de testes.,"['PolarityPulse', 'GlitterNet']","['Poláritii Pûlss', 'Glíter Nét']",pm_santa,1.1,p
audio/28.wav,A implementação do FusionFrost e do FiberFlux está prevista para o próximo trimestre.,"['FusionFrost', 'FiberFlux']","['Fûsion Fróst', 'Fáiber Flúks']",pm_alex,1.2,p
audio/29.wav,Precisamos discutir a integração do IntelSpectra e do TerabyteTerrain na nossa plataforma de dados.,"['IntelSpectra', 'TerabyteTerrain']","['Intél Spéctrá', 'Térabáite Terrêin']",pm_santa,1.3,p
audio/30.wav,A equipe está trabalhando na integração do VectorCapsule com o GatewayGlyph.,"['VectorCapsule', 'GatewayGlyph']","['Véctor Cápsul', 'Guêitaway Gláif']",pm_santa,1.2,p
audio/31.wav,O CryptograConnect e o CloudSequin serão essenciais para garantir a segurança dos dados.,"['CryptograConnect', 'CloudSequin']","['Críptogrã conéct', 'Cláud Sékuin']",pm_alex,1.3,p
audio/32.wav,Precisamos revisar o desempenho do SoundCloudMatrix e do HydroMod na última análise de mercado.,"['SoundCloudMatrix', 'HydroMod']","['Sáund Cláud Meitriks', 'ráidro moud']",pm_alex,1.4,p
audio/33.wav,A equipe de desenvolvimento está testando o EtherEcho e o NanoSwarm para otimizar a produção.,"['EtherEcho', 'NanoSwarm']","['îther Ékow', 'Nano suãrm']",pm_alex,1.1,p
audio/34.wav,O QuantumQuilt e o CloudCane estão sendo considerados para o novo projeto de pesquisa.,"['QuantumQuilt', 'CloudCane']","['Quantum kuiilt', 'Cláud quêin']",pm_santa,1.3,p
audio/35.wav,Precisamos agendar uma reunião para discutir o progresso do FusionField e do CellPrep.,"['FusionField', 'CellPrep']","['FújionFiild', 'Cél Prép']",pm_santa,1.3,p
audio/36.wav,A equipe de engenharia está trabalhando na integração do QuantumNest e do WispSatellite.,"['QuantumNest', 'WispSatellite']","['Quantum Nest', 'uísp Sáteláit']",pm_santa,1.1,p
audio/37.wav,O PolarityPulse e o GlitterNet estão sendo testados para melhorar a eficiência energética.,"['PolarityPulse', 'GlitterNet']","['Poláritii Pûlss', 'Glíter Nét']",pm_alex,1.4,p
audio/38.wav,A implementação do FusionFrost e do FiberFlux está prevista para o próximo trimestre.,"['FusionFrost', 'FiberFlux']","['Fûsion Fróst', 'Fáiber Flúks']",pm_santa,1.1,p
audio/39.wav,Precisamos discutir a integração do IntelSpectra e do TerabyteTerrain na nossa plataforma de dados.,"['IntelSpectra', 'TerabyteTerrain']","['Intél Spéctrá', 'Térabáite Terrêin']",pm_santa,1.4,p
